"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.122630292E0,-3.594757086E-1,-1.418343606E0,7.210423815E-1,1.631203079E0
2.132619292E0,-5.096553031E-1,-2.360742568E0,2.916727408E0,3.786839417E0
2.142609292E0,-1.568927097E-1,-2.438420636E0,3.732268980E0,4.460979966E0
2.152599292E0,6.272815476E-1,-1.756526971E0,3.860703657E0,4.287645259E0
2.162589292E0,7.274299530E-1,-8.539525169E-1,4.175417760E0,4.323482706E0
2.172579292E0,2.596410612E-1,-5.285282879E-1,4.559326059E0,4.597195857E0
2.182569292E0,-2.871694784E-1,-5.798883299E-1,4.106669707E0,4.157339638E0
2.192559292E0,-7.685484505E-1,-1.005065327E0,3.199553136E0,3.440634142E0
2.202549292E0,-1.837908153E-1,-1.054446671E0,3.421315221E0,3.584833983E0
2.212539292E0,-2.986569548E-2,-7.344501932E-1,4.067291633E0,4.133179197E0
2.222529292E0,-1.809917166E-1,-4.760588830E-1,4.277937577E0,4.308148091E0
2.232519292E0,-3.699955805E-1,-5.771553413E-1,4.542333466E0,4.593778220E0
2.242508292E0,-6.263467971E-1,-5.235804471E-1,4.607767317E0,4.679526306E0
2.252498292E0,-6.018609969E-1,-3.351599161E-1,4.547589528E0,4.599471637E0
2.262488292E0,-3.644534067E-1,-4.200167562E-1,4.535467080E0,4.569431256E0
2.272478292E0,8.662580553E-2,-7.214873546E-1,4.531027290E0,4.588927580E0
2.282468292E0,6.768233979E-1,-8.848380947E-1,4.446063738E0,4.583504241E0
2.292458292E0,1.199531002E0,-8.650238543E-1,4.326294050E0,4.572084984E0
2.302448292E0,1.601220538E0,-8.622657227E-1,4.037372015E0,4.428067544E0
2.312438292E0,2.209577718E0,-1.992368713E0,3.611201795E0,4.678947017E0
2.322428292E0,1.890154852E0,-1.764522892E0,2.886419535E0,3.875260524E0
2.332418292E0,2.005173823E0,-8.746350688E-1,1.870142464E0,2.878044718E0
2.342408292E0,1.955471759E0,-6.393431841E-1,1.493671823E0,2.542377829E0
2.352397292E0,1.875675977E0,-8.915201466E-1,8.308144999E-1,2.236788160E0
2.362387292E0,1.807443063E0,-8.570806311E-1,-2.217316800E-1,2.012610884E0
2.372377292E0,1.549423709E0,-7.882324442E-1,-6.909315598E-1,1.870671173E0
2.382367292E0,1.108269195E0,-4.081053932E-1,-1.703721936E0,2.073036192E0
2.392357292E0,6.082832131E-1,-2.667645961E-3,-2.343827158E0,2.421475032E0
2.402347292E0,2.878935830E-1,2.222233578E-1,-2.657710372E0,2.682478398E0
2.412337292E0,2.233848341E-1,3.003057600E-1,-3.088268343E0,3.110865746E0
2.422327292E0,1.089272688E-1,3.186459173E-1,-3.672679421E0,3.688085479E0
2.432317292E0,-2.774394192E-2,4.184105992E-1,-4.344020469E0,4.364212528E0
2.442307292E0,-1.123486208E-1,5.003663432E-1,-5.001282007E0,5.027505386E0
2.452297292E0,-2.184864023E-1,6.059532438E-1,-5.427197288E0,5.465289201E0
2.462286292E0,-4.223709914E-1,8.631949914E-1,-5.795357282E0,5.874493073E0
2.472276292E0,-5.899597203E-1,1.162578719E0,-6.088081761E0,6.226104824E0
2.482266292E0,-7.780164083E-1,1.276471735E0,-6.242463457E0,6.418959389E0
2.492256292E0,-9.305368625E-1,1.309050228E0,-6.315877588E0,6.516887375E0
2.502246292E0,-9.795895200E-1,1.411100075E0,-6.263449699E0,6.494736421E0
2.512236292E0,-9.968969860E-1,1.453742942E0,-6.063010654E0,6.314053400E0
2.522226292E0,-9.317681399E-1,1.510527592E0,-5.685695091E0,5.956258401E0
2.532216292E0,-6.907516848E-1,1.516889655E0,-5.272061886E0,5.529261130E0
2.542206292E0,-5.075032353E-1,1.471353293E0,-4.918488357E0,5.158872722E0
2.552196292E0,-4.256552263E-1,1.523224820E0,-4.690789593E0,4.950242745E0
2.562185292E0,-3.211034290E-1,1.601396539E0,-4.351924151E0,4.648313899E0
2.572175292E0,-1.137445705E-1,1.671886039E0,-3.678711993E0,4.042408030E0
2.582165292E0,1.592207786E-1,1.857815803E0,-2.726517482E0,3.303139173E0
2.592155292E0,5.164067906E-1,2.034758542E0,-1.416040095E0,2.532210072E0
2.602145292E0,9.518498173E-1,1.972274318E0,1.505763280E-1,2.195121247E0
2.612135292E0,1.259339247E0,1.747194230E0,1.637159572E0,2.705349234E0
2.622125292E0,1.373700699E0,1.497810482E0,3.039356968E0,3.656252266E0
2.632115292E0,1.326387223E0,1.215413575E0,4.039313291E0,4.421830513E0
2.642105292E0,1.054178576E0,9.347408643E-1,4.593766744E0,4.804968871E0
2.652095292E0,9.165941767E-1,6.976920374E-1,4.530588164E0,4.674735091E0
2.662085292E0,9.856171954E-1,5.895391593E-1,4.147142379E0,4.303229902E0
2.672074292E0,1.293658749E0,6.598209373E-1,3.650676348E0,3.928912626E0
2.682064292E0,1.496574820E0,1.104163572E0,3.249809369E0,3.744352324E0
2.692054292E0,1.512093768E0,1.796835337E0,3.016338235E0,3.822740004E0
2.702044292E0,1.458012140E0,2.326503320E0,3.027194760E0,4.086847833E0
2.712034292E0,1.185096858E0,2.545422197E0,3.166129282E0,4.231784889E0
2.722024292E0,7.937333585E-1,2.548473566E0,3.285155788E0,4.232845227E0
2.732014292E0,3.289424986E-1,2.295136955E0,3.396993728E0,4.112836393E0
2.742004292E0,-1.444882802E-1,1.914371388E0,3.677815615E0,4.148737443E0
2.751994292E0,-5.215384533E-1,1.517748026E0,4.029789346E0,4.337598829E0
2.761984292E0,-9.107684496E-1,1.053815976E0,4.344204072E0,4.562032036E0
2.771974292E0,-1.273191447E0,4.896746363E-1,4.473442156E0,4.676802586E0
2.781963292E0,-1.612015813E0,-8.198139869E-2,4.297350333E0,4.590483179E0
2.791953292E0,-2.054910678E0,-5.155040536E-1,3.911426498E0,4.448332224E0
2.801943292E0,-2.416637857E0,-8.974639144E-1,3.399614450E0,4.266492519E0
2.811933292E0,-2.474658024E0,-1.309074494E0,2.945869346E0,4.063957993E0
2.821923292E0,-2.289258457E0,-1.629479839E0,2.748978977E0,3.931004228E0
2.831913292E0,-2.007826266E0,-1.794135677E0,2.752327092E0,3.850401741E0
2.841903292E0,-1.822173369E0,-1.905949497E0,2.915708823E0,3.931197936E0
2.851893292E0,-1.661659990E0,-1.907067485E0,3.281526421E0,4.143239791E0
2.861883292E0,-1.413913170E0,-1.855645024E0,3.797593489E0,4.456936752E0
2.871873292E0,-1.204033431E0,-1.950627049E0,3.991707015E0,4.603082367E0
2.881863292E0,-9.101479869E-1,-2.171754711E0,4.310543405E0,4.911789117E0
2.891852292E0,-1.036263292E0,-2.423553067E0,3.722866073E0,4.561489107E0
2.901842292E0,-1.032063383E0,-2.713628173E0,3.354114926E0,4.436104104E0
2.911832292E0,-1.081689434E0,-2.529478302E0,2.978207957E0,4.054384681E0
2.921822292E0,-1.344407903E0,-2.374386315E0,2.175639017E0,3.489777660E0
2.931812292E0,-1.428335182E0,-2.386089664E0,1.340465418E0,3.087136668E0
2.941802292E0,-1.431272384E0,-2.349141254E0,3.809753358E-1,2.777075346E0
2.951792292E0,-1.438857685E0,-2.178950149E0,-5.178159696E-1,2.662004614E0
2.961782292E0,-1.420116043E0,-1.939629459E0,-1.432868382E0,2.798571745E0
2.971772292E0,-1.367231193E0,-1.765307735E0,-2.345448006E0,3.238326556E0
2.981762292E0,-1.273875279E0,-1.681550902E0,-3.177239576E0,3.813819999E0
2.991751292E0,-1.118324140E0,-1.631697980E0,-3.975034264E0,4.440043309E0
3.001741292E0,-9.381994193E-1,-1.627676996E0,-4.624817213E0,4.991841825E0
3.011731292E0,-8.852208681E-1,-1.598661504E0,-5.333236041E0,5.637618403E0
3.021721292E0,-8.124558507E-1,-1.472707947E0,-6.026078471E0,6.256402716E0
3.031711292E0,-6.730887812E-1,-1.457240746E0,-6.525869814E0,6.720385102E0
3.041701292E0,-4.672955147E-1,-1.436311076E0,-7.011237245E0,7.172084934E0
3.051691292E0,-2.808126048E-1,-1.311908640E0,-7.276634762E0,7.399281955E0
3.061681292E0,-8.114773192E-2,-1.053407767E0,-7.349347812E0,7.424901760E0
3.071671292E0,-6.134116597E-2,-7.212319775E-1,-7.433033747E0,7.468194493E0
3.081661292E0,-1.687219193E-1,-5.527820268E-1,-7.426189581E0,7.448645968E0
3.091651292E0,1.538132004E-2,-5.380394420E-1,-7.019949596E0,7.040555046E0
3.101640292E0,1.278020809E-1,-5.791117465E-1,-6.296219249E0,6.324087335E0
3.111630000E0,-4.415617725E-1,-5.938726039E-1,-6.486482969E0,6.528562076E0
3.121620000E0,-7.014360827E-1,-6.004103757E-1,-5.817311237E0,5.890128626E0
3.131610000E0,-6.545952807E-1,-5.297520371E-1,-4.857931668E0,4.930378514E0
3.141600000E0,-7.258311050E-1,-4.820313022E-1,-4.231698965E0,4.320470009E0
3.151590000E0,-7.102324147E-1,-4.750890492E-1,-3.704763678E0,3.802027564E0
3.161580000E0,-4.895523564E-1,-4.102698863E-1,-2.953436812E0,3.021716713E0
3.171570000E0,-2.159240793E-1,-2.707643840E-1,-1.896306415E0,1.927670765E0
