"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.501071390E-1,-1.640306592E0,-2.531264782E0,2.771264076E0,4.096072716E0
8.548492230E-1,-2.065945387E0,-2.608048439E0,3.406448364E0,4.761715811E0
8.595913060E-1,-2.248207569E0,-2.404028893E0,3.798843384E0,5.026430467E0
8.643333890E-1,-2.416221380E0,-2.224949837E0,3.699060917E0,4.946875701E0
8.690754730E-1,-2.727794647E0,-1.960656166E0,3.337786674E0,4.735594590E0
8.738175560E-1,-2.726220846E0,-1.759098530E0,2.994874477E0,4.415425333E0
8.785596390E-1,-2.559659481E0,-1.655525208E0,2.498792171E0,3.941647205E0
8.833017230E-1,-2.413753033E0,-1.644164085E0,1.835843086E0,3.449608540E0
8.880438060E-1,-2.021998644E0,-1.483691692E0,1.218453884E0,2.788269969E0
8.927858890E-1,-1.432812214E0,-1.362562656E0,5.434036255E-1,2.050564638E0
8.975279210E-1,-5.189014673E-1,-1.285265923E0,-1.176147461E-1,1.391042937E0
9.022700560E-1,3.823236227E-1,-1.349613190E0,-3.738298416E-1,1.451680359E0
9.070120870E-1,1.090739608E0,-1.272074223E0,-4.889926910E-1,1.745565688E0
9.117542230E-1,1.358111858E0,-1.146241188E0,-6.760301590E-1,1.901408283E0
9.164962540E-1,9.748307467E-1,-9.244747162E-1,-9.277300835E-1,1.632676206E0
9.212383370E-1,7.425612211E-1,-9.397358894E-1,-1.741851807E0,2.113894138E0
9.259804210E-1,8.375581503E-1,-1.227631569E0,-2.913761616E0,3.270869866E0
9.307225040E-1,8.914034367E-1,-1.390594482E0,-3.527955055E0,3.895487129E0
9.354645870E-1,5.474417210E-1,-1.400492191E0,-3.613889694E0,3.914239331E0
9.402066710E-1,-1.332862377E-1,-1.424843311E0,-3.514656782E0,3.794832800E0
9.449487540E-1,-7.666919231E-1,-1.606412411E0,-3.402312517E0,3.839805699E0
9.496908370E-1,-1.211116433E0,-1.848963737E0,-3.424269915E0,4.075671033E0
9.544329210E-1,-1.487228870E0,-2.042677402E0,-3.319807529E0,4.171990258E0
9.591750040E-1,-1.698922753E0,-2.207110405E0,-3.134180784E0,4.192942171E0
9.639170870E-1,-1.973156929E0,-2.416706562E0,-2.662182331E0,4.101345345E0
9.686591710E-1,-2.290522099E0,-2.624259472E0,-1.897303104E0,3.966483119E0
9.734012540E-1,-2.450099230E0,-2.859182596E0,-1.033228874E0,3.904545205E0
9.781433370E-1,-2.155827522E0,-3.155880213E0,-1.698403358E-1,3.825704898E0
9.828854210E-1,-1.601627231E0,-3.338681221E0,4.050621986E-1,3.725060733E0
9.876275040E-1,-1.107256770E0,-3.458799124E0,6.837091446E-1,3.695506343E0
9.923695350E-1,-7.436683178E-1,-3.459709167E0,7.654614449E-1,3.620574722E0
9.971116710E-1,-4.292588234E-1,-3.306392193E0,6.418733597E-1,3.395363586E0
1.001853702E0,-1.730828285E-1,-3.056598902E0,3.327450752E-1,3.079524930E0
1.006595785E0,-5.064988136E-2,-2.805520058E0,-1.592993736E-1,2.810495418E0
1.011337868E0,-4.428625107E-2,-2.604537725E0,-7.557201385E-1,2.712322061E0
1.016079952E0,-2.951312065E-2,-2.509400845E0,-1.378298759E0,2.863157539E0
1.020822035E0,-1.197576523E-3,-2.209274769E0,-1.641580105E0,2.752395625E0
1.025564118E0,4.175646305E-1,-2.186057568E0,-1.921840668E0,2.940523671E0
1.030306202E0,1.128611565E0,-2.137286901E0,-2.747983932E0,3.659668709E0
1.035048285E0,1.891741753E0,-1.971973419E0,-3.390663385E0,4.354763394E0
1.039790368E0,2.605341673E0,-1.576151848E0,-3.498611689E0,4.638140104E0
1.044532452E0,3.111524343E0,-1.069807291E0,-3.406358242E0,4.735963244E0
1.049274483E0,3.391071320E0,-6.795465946E-1,-3.277583838E0,4.764840405E0
1.054016566E0,3.538349628E0,-4.432926178E-1,-2.883572102E0,4.586002017E0
1.058758650E0,3.673246384E0,-3.899011612E-1,-2.296405792E0,4.349510487E0
1.063500733E0,3.634154320E0,-4.579491615E-1,-1.428121567E0,3.931453454E0
1.068242816E0,3.355915070E0,-6.788847446E-1,-4.514045715E-1,3.453522338E0
1.072984900E0,2.950061798E0,-1.000386000E0,5.069236755E-1,3.156043151E0
1.077726983E0,1.979890347E0,-1.222023249E0,2.193898678E0,3.197889619E0
1.082469066E0,-2.380811214E0,6.722974777E-2,1.012282944E1,1.039925275E1
1.087211150E0,-3.889970303E0,-3.263174534E0,1.103404427E1,1.214620557E1
1.091953181E0,-5.734882355E0,-5.493432999E0,1.071727943E1,1.333891900E1
1.096695264E0,-4.908030987E0,-5.819338799E0,6.734110832E0,1.016374542E1
1.101437348E0,-4.688168526E0,-4.241131783E0,5.639833927E0,8.471944856E0
1.106179431E0,-3.707439661E0,-3.773694038E0,4.856673717E0,7.181445198E0
1.110921514E0,-9.539387226E-1,-3.900960445E0,2.109318256E0,4.536156412E0
1.115663598E0,2.368716717E0,-3.580350876E0,-9.972443581E-1,4.407292546E0
1.120405681E0,3.975021839E0,-2.240330935E0,-1.610870838E0,4.838882740E0
1.125147764E0,4.456084728E0,-1.565004110E0,-1.357981682E0,4.914269347E0
1.129889796E0,4.932734966E0,-1.773693919E0,-1.781068802E0,5.536250576E0
1.134631879E0,5.514560223E0,-2.062916279E0,-2.640362263E0,6.452713453E0
1.139373962E0,6.014776230E0,-2.006364822E0,-3.273997307E0,7.135971641E0
1.144116046E0,6.294324398E0,-1.819524169E0,-3.314221859E0,7.342564563E0
1.148858129E0,6.505524158E0,-1.519485831E0,-3.205154419E0,7.409702870E0
1.153600212E0,6.664290428E0,-1.221239567E0,-2.936079979E0,7.384088206E0
1.158342243E0,6.713245392E0,-1.153982162E0,-2.403672218E0,7.223363389E0
1.163084327E0,6.550912857E0,-1.305564165E0,-1.674773216E0,6.886495653E0
1.167826410E0,6.893303871E0,-1.215426922E0,1.381419182E0,7.134649243E0
1.172568493E0,5.076991081E0,-1.739981413E0,4.512230873E0,7.011676063E0
1.177310577E0,3.265682697E0,-1.742985725E0,8.003593445E0,8.818173890E0
1.182052660E0,2.133580685E0,-2.397029400E0,7.622735023E0,8.270671419E0
1.186794743E0,3.377807140E0,-2.413258791E0,6.630821228E0,7.823118894E0
1.191536775E0,4.017772198E0,-1.848915100E0,7.383622169E0,8.606907506E0
1.196278858E0,4.970139503E0,-8.218815327E-1,1.019417000E1,1.137096644E1
1.201020941E0,4.828470707E0,-4.154362977E-1,1.162115383E1,1.259118474E1
