,Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),labels
105,0.547765697,2.450360298,0.6846020222,-0.7114629745,2.641803377,
106,0.552507885,2.248268127,0.4713146687,-0.6431970596,2.385487277,
107,0.557250124,2.00099349,0.2053077221,-0.5756158829,2.092238001,
108,0.561992364,1.789426446,-0.07098245621,-0.5179738998,1.864237773,
109,0.566734603,1.740540147,-0.4645100832,-0.5503578186,1.8836516,
110,0.571476843,-0.7854506969,-1.644681573,-0.7611589432,1.975164097,
111,0.576219082,-26.69332886,-3.967990875,2.028866768,27.0627984,
112,0.580961322,-15.06424999,-1.371170044,2.488536835,15.32985814,
113,0.585703562,-2.60035491,-0.4393349886,4.655266762,5.350361625,
114,0.590445749,-0.7918694019,0.618683815,6.245457649,6.325785964,
115,0.595187989,-1.978361607,1.364877701,5.750717163,6.232780573,
116,0.599930228,-2.478932619,3.106499195,3.850392342,5.533621361,
117,0.604672468,-1.006391048,3.171754599,1.693963051,3.733947106,
118,0.609414707,-1.112595797,2.53572464,-0.5634422302,2.825815989,
119,0.614156947,-1.160419226,1.823737144,-1.705619812,2.753493943,
120,0.618899187,-0.3053209782,1.16442275,-1.663009644,2.052974017,
121,0.623641426,0.8245815039,0.6533215046,-1.045369148,1.483091468,
122,0.628383666,1.92559278,0.1943020821,-0.05135059357,1.936052101,
123,0.633125853,2.5159266,-0.3724575043,1.247504234,2.832821572,
124,0.637868093,1.58660388,-0.4557411671,-0.03961181641,1.651236197,
125,0.642610332,0.2468812466,-0.3163924217,-1.375123024,1.432486595,
126,0.647352572,0.09519338608,-0.06535243988,-1.231028557,1.236431975,
127,0.652094812,0.2428591251,0.07939434052,-0.2640647888,0.3674428237,
128,0.656837051,0.4065947533,-0.03580880165,0.4487218857,0.6065912086,
129,0.661579239,0.7726074457,-0.2458341122,0.4506788254,0.9276141868,
130,0.666321478,1.161986589,-0.5971989632,-0.113817215,1.311416713,
131,0.671063718,1.094857335,-0.9469344616,-0.3554067612,1.490540648,
132,0.675805957,1.073037744,-1.210933447,-0.4766683578,1.686707602,
133,0.680548197,1.213335276,-1.092449188,-0.39539814,1.679871248,
134,0.685290437,1.263191223,-0.641646862,-0.1197376251,1.421864923,
135,0.690032676,1.030121684,0.07182216644,0.2810249329,1.07017948,
136,0.694774864,0.7074428797,0.8951950073,0.6027154922,1.290393542,
137,0.699517103,0.6865662336,1.556536198,0.3280591965,1.732570623,
138,0.704259343,0.5943032503,1.6226933,-0.6250228882,1.837657071,
139,0.709001582,0.05919671059,1.136566639,-1.753585815,2.090538492,
140,0.713743822,-0.5703810453,0.4826841354,-2.441375732,2.553161565,
141,0.718486062,-0.8213196993,-0.09299373627,-2.610930443,2.738644128,
142,0.723228249,-0.7861213684,-0.4245998859,-2.632026672,2.77953886,
143,0.727970489,-0.5832340717,-0.4809806347,-2.467525005,2.58073323,
144,0.732712728,-0.5701915026,-0.3622918129,-2.156339169,2.259684119,
145,0.737454968,-0.9004395008,-0.2780609131,-1.665439606,1.913582568,
146,0.742197207,-1.335525036,-0.1674208641,-1.192556381,1.798290185,
147,0.746939395,-1.597908378,-0.0453209877,-0.8725094795,1.821163905,
148,0.751681635,-1.739682555,0.1577596664,-0.915845871,1.972348135,
149,0.756423874,-2.013799429,0.03074789047,-0.7853302956,2.161730151,
150,0.761166114,-1.777656198,0.03731775284,-0.3831334114,1.818858263,
151,0.765908353,-0.9130196571,0.7197875977,-1.962166309,2.280744551,
152,0.770650593,-0.5863193274,1.009205341,-1.693697453,2.056909535,
153,0.77539278,-0.02181708813,1.00571537,-1.132281303,1.514595768,
154,0.78013502,4.166273117,0.6179022789,-6.463582993,7.714761177,
155,0.78487726,7.66450119,0.04480075836,-14.28452492,16.21092958,
156,0.789619499,2.149502754,-0.4372010231,-6.179255962,6.557035235,
157,0.794361739,-1.744796753,-1.014841557,3.596394539,4.124108725,
158,0.799103926,-2.200890064,-1.372035742,6.543030739,7.038298829,
159,0.803846166,-1.948034048,-1.461537838,5.067679405,5.622482019,
160,0.808588405,-1.664010286,-2.117293119,2.426692963,3.625010224,
161,0.813330645,-0.6975131035,-2.09841609,0.2199068069,2.222213676,
162,0.818072885,-0.3311253786,-1.734873533,-0.8400416374,1.955786324,
163,0.822815072,-0.3710581064,-1.102827549,-0.5210547447,1.274915985,
164,0.827557312,-0.4058440924,-0.5707778931,0.1109218597,0.7090842612,
165,0.832299551,-0.5507359505,-0.3987660408,0.5316467285,0.8631180026,
166,0.837041791,-0.8091372252,-0.2236857414,0.6835842133,1.082601375,
167,0.84178403,-1.285151005,-0.07005977631,0.4897375107,1.377085439,
168,0.846526218,-1.836681843,-0.1311779022,0.02535629272,1.841534897,
169,0.851268457,-2.014527798,-0.0772767067,-0.1323060989,2.020346218,
170,0.856010697,-2.093044758,-0.02032232285,0.1363554001,2.09758007,
171,0.860752937,-2.199717045,0.2206950188,1.236201286,2.532914327,
172,0.865495176,-1.895669818,0.1497631073,1.690536499,2.544387294,
173,0.870237364,-1.895429254,-0.2910666466,1.76621151,2.607081691,
174,0.874979603,-1.494909763,-0.6760654449,2.066527367,2.638627492,
175,0.879721843,-1.320261359,-1.149439096,1.630739212,2.392406878,
176,0.884464082,-1.923018456,-1.324177265,0.1213302612,2.337983414,
177,0.88920627,-1.627246499,-1.211369514,-0.4417943954,2.076181485,
178,0.89394851,-0.714605093,-1.237525463,0.2840566635,1.456989327,
179,0.898690749,-0.3215020895,-1.120811224,0.809047699,1.419203852,
180,0.903432989,-0.5969151258,-1.03486824,0.8416461945,1.46137889,
181,0.908175176,-0.9642852545,-1.109475613,0.6081914902,1.590810823,
182,0.912917416,-1.132937789,-1.030643463,0.240937233,1.550427274,
