"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.430234570E-1,2.487133026E0,8.931763172E-1,-6.872692108E-1,2.730555546E0
5.477656970E-1,2.450360298E0,6.846020222E-1,-7.114629745E-1,2.641803377E0
5.525078850E-1,2.248268127E0,4.713146687E-1,-6.431970596E-1,2.385487277E0
5.572501240E-1,2.000993490E0,2.053077221E-1,-5.756158829E-1,2.092238001E0
5.619923640E-1,1.789426446E0,-7.098245621E-2,-5.179738998E-1,1.864237773E0
5.667346030E-1,1.740540147E0,-4.645100832E-1,-5.503578186E-1,1.883651600E0
5.714768430E-1,-7.854506969E-1,-1.644681573E0,-7.611589432E-1,1.975164097E0
5.762190820E-1,-2.669332886E1,-3.967990875E0,2.028866768E0,2.706279840E1
5.809613220E-1,-1.506424999E1,-1.371170044E0,2.488536835E0,1.532985814E1
5.857035620E-1,-2.600354910E0,-4.393349886E-1,4.655266762E0,5.350361625E0
5.904457490E-1,-7.918694019E-1,6.186838150E-1,6.245457649E0,6.325785964E0
5.951879890E-1,-1.978361607E0,1.364877701E0,5.750717163E0,6.232780573E0
5.999302280E-1,-2.478932619E0,3.106499195E0,3.850392342E0,5.533621361E0
6.046724680E-1,-1.006391048E0,3.171754599E0,1.693963051E0,3.733947106E0
6.094147070E-1,-1.112595797E0,2.535724640E0,-5.634422302E-1,2.825815989E0
6.141569470E-1,-1.160419226E0,1.823737144E0,-1.705619812E0,2.753493943E0
6.188991870E-1,-3.053209782E-1,1.164422750E0,-1.663009644E0,2.052974017E0
6.236414260E-1,8.245815039E-1,6.533215046E-1,-1.045369148E0,1.483091468E0
6.283836660E-1,1.925592780E0,1.943020821E-1,-5.135059357E-2,1.936052101E0
6.331258530E-1,2.515926600E0,-3.724575043E-1,1.247504234E0,2.832821572E0
6.378680930E-1,1.586603880E0,-4.557411671E-1,-3.961181641E-2,1.651236197E0
6.426103320E-1,2.468812466E-1,-3.163924217E-1,-1.375123024E0,1.432486595E0
6.473525720E-1,9.519338608E-2,-6.535243988E-2,-1.231028557E0,1.236431975E0
6.520948120E-1,2.428591251E-1,7.939434052E-2,-2.640647888E-1,3.674428237E-1
6.568370510E-1,4.065947533E-1,-3.580880165E-2,4.487218857E-1,6.065912086E-1
6.615792390E-1,7.726074457E-1,-2.458341122E-1,4.506788254E-1,9.276141868E-1
6.663214780E-1,1.161986589E0,-5.971989632E-1,-1.138172150E-1,1.311416713E0
6.710637180E-1,1.094857335E0,-9.469344616E-1,-3.554067612E-1,1.490540648E0
6.758059570E-1,1.073037744E0,-1.210933447E0,-4.766683578E-1,1.686707602E0
6.805481970E-1,1.213335276E0,-1.092449188E0,-3.953981400E-1,1.679871248E0
6.852904370E-1,1.263191223E0,-6.416468620E-1,-1.197376251E-1,1.421864923E0
6.900326760E-1,1.030121684E0,7.182216644E-2,2.810249329E-1,1.070179480E0
6.947748640E-1,7.074428797E-1,8.951950073E-1,6.027154922E-1,1.290393542E0
6.995171030E-1,6.865662336E-1,1.556536198E0,3.280591965E-1,1.732570623E0
7.042593430E-1,5.943032503E-1,1.622693300E0,-6.250228882E-1,1.837657071E0
7.090015820E-1,5.919671059E-2,1.136566639E0,-1.753585815E0,2.090538492E0
7.137438220E-1,-5.703810453E-1,4.826841354E-1,-2.441375732E0,2.553161565E0
7.184860620E-1,-8.213196993E-1,-9.299373627E-2,-2.610930443E0,2.738644128E0
7.232282490E-1,-7.861213684E-1,-4.245998859E-1,-2.632026672E0,2.779538860E0
7.279704890E-1,-5.832340717E-1,-4.809806347E-1,-2.467525005E0,2.580733230E0
7.327127280E-1,-5.701915026E-1,-3.622918129E-1,-2.156339169E0,2.259684119E0
7.374549680E-1,-9.004395008E-1,-2.780609131E-1,-1.665439606E0,1.913582568E0
7.421972070E-1,-1.335525036E0,-1.674208641E-1,-1.192556381E0,1.798290185E0
7.469393950E-1,-1.597908378E0,-4.532098770E-2,-8.725094795E-1,1.821163905E0
7.516816350E-1,-1.739682555E0,1.577596664E-1,-9.158458710E-1,1.972348135E0
7.564238740E-1,-2.013799429E0,3.074789047E-2,-7.853302956E-1,2.161730151E0
7.611661140E-1,-1.777656198E0,3.731775284E-2,-3.831334114E-1,1.818858263E0
7.659083530E-1,-9.130196571E-1,7.197875977E-1,-1.962166309E0,2.280744551E0
7.706505930E-1,-5.863193274E-1,1.009205341E0,-1.693697453E0,2.056909535E0
7.753927800E-1,-2.181708813E-2,1.005715370E0,-1.132281303E0,1.514595768E0
7.801350200E-1,4.166273117E0,6.179022789E-1,-6.463582993E0,7.714761177E0
7.848772600E-1,7.664501190E0,4.480075836E-2,-1.428452492E1,1.621092958E1
7.896194990E-1,2.149502754E0,-4.372010231E-1,-6.179255962E0,6.557035235E0
7.943617390E-1,-1.744796753E0,-1.014841557E0,3.596394539E0,4.124108725E0
7.991039260E-1,-2.200890064E0,-1.372035742E0,6.543030739E0,7.038298829E0
8.038461660E-1,-1.948034048E0,-1.461537838E0,5.067679405E0,5.622482019E0
8.085884050E-1,-1.664010286E0,-2.117293119E0,2.426692963E0,3.625010224E0
8.133306450E-1,-6.975131035E-1,-2.098416090E0,2.199068069E-1,2.222213676E0
8.180728850E-1,-3.311253786E-1,-1.734873533E0,-8.400416374E-1,1.955786324E0
8.228150720E-1,-3.710581064E-1,-1.102827549E0,-5.210547447E-1,1.274915985E0
8.275573120E-1,-4.058440924E-1,-5.707778931E-1,1.109218597E-1,7.090842612E-1
8.322995510E-1,-5.507359505E-1,-3.987660408E-1,5.316467285E-1,8.631180026E-1
8.370417910E-1,-8.091372252E-1,-2.236857414E-1,6.835842133E-1,1.082601375E0
8.417840300E-1,-1.285151005E0,-7.005977631E-2,4.897375107E-1,1.377085439E0
8.465262180E-1,-1.836681843E0,-1.311779022E-1,2.535629272E-2,1.841534897E0
8.512684570E-1,-2.014527798E0,-7.727670670E-2,-1.323060989E-1,2.020346218E0
8.560106970E-1,-2.093044758E0,-2.032232285E-2,1.363554001E-1,2.097580070E0
8.607529370E-1,-2.199717045E0,2.206950188E-1,1.236201286E0,2.532914327E0
8.654951760E-1,-1.895669818E0,1.497631073E-1,1.690536499E0,2.544387294E0
8.702373640E-1,-1.895429254E0,-2.910666466E-1,1.766211510E0,2.607081691E0
8.749796030E-1,-1.494909763E0,-6.760654449E-1,2.066527367E0,2.638627492E0
8.797218430E-1,-1.320261359E0,-1.149439096E0,1.630739212E0,2.392406878E0
8.844640820E-1,-1.923018456E0,-1.324177265E0,1.213302612E-1,2.337983414E0
8.892062700E-1,-1.627246499E0,-1.211369514E0,-4.417943954E-1,2.076181485E0
8.939485100E-1,-7.146050930E-1,-1.237525463E0,2.840566635E-1,1.456989327E0
8.986907490E-1,-3.215020895E-1,-1.120811224E0,8.090476990E-1,1.419203852E0
9.034329890E-1,-5.969151258E-1,-1.034868240E0,8.416461945E-1,1.461378890E0
9.081751760E-1,-9.642852545E-1,-1.109475613E0,6.081914902E-1,1.590810823E0
9.129174160E-1,-1.132937789E0,-1.030643463E0,2.409372330E-1,1.550427274E0
9.176596550E-1,-1.809823632E0,-1.228742123E0,-3.603782654E-1,2.217011790E0
9.224018950E-1,-2.335849285E0,-1.470121384E0,-1.141086102E0,2.986557593E0
9.271440820E-1,-2.119590998E0,-1.165954590E0,-8.766880035E-1,2.573071697E0
9.318863220E-1,-1.432475448E0,-5.022397041E-1,-3.969898224E-1,1.569022482E0
9.366285620E-1,-7.995309830E-1,2.790551186E-1,-1.322031021E-1,8.570876339E-1
9.413708010E-1,-5.526975393E-1,9.324531555E-1,-1.507043839E-1,1.094374373E0
9.461129890E-1,-6.569939852E-1,1.287235737E0,-2.248506546E-1,1.462591794E0
9.508552280E-1,-6.761237383E-1,1.435491085E0,-1.349954605E-1,1.592482885E0
