"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.243693270E-1,-6.535085440E-1,-9.334273338E-1,3.992915154E-1,1.207391287E0
5.291111500E-1,-1.313805580E-1,-8.313670158E-1,-1.389117241E-1,8.530700048E-1
5.338529730E-1,6.398139596E-1,-6.955747604E-1,-3.893151283E-1,1.022131312E0
5.385947960E-1,1.185007453E0,-6.391620636E-1,-1.577506065E-1,1.355601734E0
5.433366190E-1,1.390983820E0,-5.682168007E-1,1.268944740E-1,1.507915292E0
5.480784940E-1,1.476283789E0,-5.252075195E-1,3.835773468E-1,1.613191974E0
5.528203170E-1,1.608399630E0,-5.594978333E-1,5.437402725E-1,1.787635499E0
5.575621400E-1,1.753857136E0,-5.826964378E-1,5.654797554E-1,1.932696910E0
5.623039630E-1,1.900498629E0,-5.572366714E-1,3.170557022E-1,2.005724823E0
5.670457860E-1,2.116154671E0,-4.648904800E-1,9.507656097E-3,2.166638905E0
5.717876090E-1,2.299393654E0,-3.704895973E-1,-3.094496727E-1,2.349517571E0
5.765294840E-1,2.334956884E0,-3.594532013E-1,-6.021981239E-1,2.438005914E0
5.812713060E-1,2.113902807E0,-4.639911652E-1,-7.675232887E-1,2.296293727E0
5.860131290E-1,1.792985797E0,-6.163682938E-1,-7.761406898E-1,2.048683068E0
5.907549520E-1,1.579090357E0,-7.399945259E-1,-6.035389900E-1,1.845366513E0
5.954967750E-1,1.300970793E0,-1.025172234E0,-5.028629303E-1,1.731003824E0
6.002385980E-1,7.186081409E-1,-1.644413948E0,-7.177534103E-1,1.932786809E0
6.049804730E-1,5.740290880E-1,-1.761764526E0,-4.454231262E-1,1.905708635E0
6.097222960E-1,6.974582076E-1,-1.666532993E0,2.088975906E-2,1.806714297E0
6.144641190E-1,6.346722841E-1,-1.695463181E0,2.194261551E-1,1.823609646E0
6.192059420E-1,6.851407290E-1,-1.584161282E0,3.402881622E-1,1.759198914E0
6.239477650E-1,8.614284992E-1,-1.345684528E0,5.006790161E-1,1.674397022E0
6.286895880E-1,1.376494169E0,-6.864328384E-1,2.623796463E-1,1.560374737E0
6.334314110E-1,3.216702223E0,1.197928429E0,-2.239510536E0,4.098489130E0
6.381732860E-1,3.590355635E0,1.522477627E0,-3.335496426E0,5.131678879E0
6.429151090E-1,3.311907530E0,1.219735622E0,-3.696941137E0,5.111150580E0
6.476569310E-1,2.664721012E0,4.616637230E-1,-3.559455395E0,4.470301351E0
6.523987540E-1,2.430232763E0,-6.820740700E-1,-3.024351120E0,3.939283693E0
6.571405770E-1,2.202095509E0,-1.453187466E0,-1.801070690E0,3.194500598E0
6.618824000E-1,2.427879572E0,-1.555449486E0,1.634788513E-2,2.883450983E0
6.666242750E-1,2.660349607E0,-1.206726074E0,1.953468323E0,3.514212051E0
6.713660980E-1,2.752847195E0,-7.641482353E-1,3.495401382E0,4.514412589E0
6.761079210E-1,2.696993351E0,-3.146028519E-1,4.486408234E0,5.244102109E0
6.808497440E-1,2.530375242E0,1.038265228E-1,5.030370712E0,5.631892073E0
6.855915670E-1,2.119781971E0,4.990863800E-1,5.284590721E0,5.715720594E0
6.903333900E-1,1.391938567E0,5.338544846E-1,5.227264404E0,5.435695608E0
6.950752650E-1,5.769767761E-1,2.955145836E-1,4.865622520E0,4.908616259E0
6.998170880E-1,-2.406676412E-1,-1.556081772E-1,4.456492424E0,4.465698103E0
7.045589110E-1,-8.864455223E-1,-6.475939751E-1,4.197710037E0,4.338886168E0
7.093007340E-1,-1.263509274E0,-1.015945435E0,4.190388680E0,4.493101167E0
7.140425560E-1,-1.314906120E0,-1.205879688E0,4.475439072E0,4.817953799E0
7.187843790E-1,-1.513148069E0,-1.315388203E0,4.382778168E0,4.819606589E0
7.235262020E-1,-1.821505070E0,-1.454260349E0,4.283750534E0,4.876809666E0
7.282680770E-1,-3.060316324E0,-2.775323629E0,4.133470535E0,5.844102662E0
7.330099000E-1,-3.283462763E0,-3.003179073E0,3.834468842E0,5.873956380E0
7.377517230E-1,-2.350390434E0,-2.402848482E0,3.262263298E0,4.684055705E0
7.424935460E-1,-4.068795443E-1,-1.057975769E0,1.584712982E0,1.948378538E0
7.472353690E-1,3.754502535E-1,2.841358185E-1,-1.224427700E0,1.311838118E0
7.519771920E-1,8.577367663E-1,8.533744812E-1,-1.807789326E0,2.175330460E0
7.567190150E-1,1.276202440E0,9.341955185E-1,-7.128443718E-1,1.734808645E0
7.614608380E-1,1.277158499E0,9.166984558E-1,1.034841537E-1,1.575493212E0
7.662027130E-1,1.125945210E0,1.050549030E0,2.848544121E-1,1.566061275E0
7.709445360E-1,1.086287856E0,1.546174049E0,6.874513626E-2,1.890873182E0
7.756863590E-1,9.408206940E-1,2.072715282E0,-4.043984413E-1,2.311888907E0
7.804281810E-1,6.363546848E-1,2.384841919E0,-1.059840679E0,2.686201878E0
7.851700040E-1,4.676617384E-1,2.529671192E0,-1.961971283E0,3.235316856E0
7.899118270E-1,5.118783712E-1,2.525846958E0,-2.923007488E0,3.896908403E0
7.946536500E-1,3.548822403E-1,2.290062428E0,-3.742200613E0,4.401635236E0
7.993955250E-1,-7.883787155E-2,1.801275253E0,-4.345986843E0,4.705147138E0
8.041373480E-1,-5.957598686E-1,1.014955044E0,-4.763021469E0,4.906265084E0
8.088791710E-1,-1.754303694E0,-4.026985168E-2,-5.212041855E0,5.499507560E0
8.136209940E-1,-2.404193878E0,-5.068292618E-1,-5.581791878E0,6.098641215E0
8.183628170E-1,-3.214286566E0,-6.155762672E-1,-5.873255730E0,6.723518806E0
8.231046400E-1,-3.727527142E0,-4.497671127E-1,-5.915629387E0,7.006526963E0
8.278464630E-1,-3.922918797E0,-1.187620163E-1,-5.457271099E0,6.721994061E0
8.325882860E-1,-3.761642694E0,2.850871086E-1,-4.556748390E0,5.915672938E0
8.373301610E-1,-3.387367249E0,6.276073456E-1,-3.512644768E0,4.920042797E0
8.420719840E-1,-2.455711365E0,8.596005440E-1,-2.464657307E0,3.583848077E0
8.468138060E-1,-1.602415800E0,7.945680618E-1,-1.718552113E0,2.480422578E0
8.515556290E-1,-1.348546505E0,3.493714333E-1,-1.254944801E0,1.874973207E0
8.562974520E-1,-1.222685337E0,-1.993293762E-1,-7.072806358E-1,1.426512366E0
8.610392750E-1,-9.418995380E-1,-7.376856804E-1,-2.352375984E-1,1.219299648E0
8.657810980E-1,-4.886877537E-1,-1.227591038E0,-2.666282654E-2,1.321554533E0
8.705229210E-1,-1.021158695E-1,-1.607210398E0,9.851694107E-2,1.613461652E0
8.752647440E-1,1.186406612E-1,-1.855581760E0,2.697172165E-1,1.878831193E0
8.800066190E-1,2.893261909E-1,-1.821111202E0,6.611309052E-1,1.958889923E0
8.847484420E-1,3.530049324E-1,-1.474444151E0,1.508615017E0,2.138812125E0
8.894902650E-1,4.173247814E-1,-1.118725777E0,1.935112476E0,2.273844241E0
8.942320880E-1,6.068158150E-1,-5.935454369E-1,2.888097763E0,3.010254193E0
8.989739110E-1,6.652617455E-1,-1.911549568E-1,3.315745354E0,3.387223149E0
9.037157340E-1,8.767105341E-1,6.234931946E-2,3.065407753E0,3.188923563E0
9.084575560E-1,1.059708953E0,6.259918213E-2,2.491563797E0,2.708282090E0
9.131993790E-1,1.142625570E0,-1.198863983E-1,1.792088032E0,2.128742694E0
9.179412020E-1,4.117561579E-1,-1.252169132E0,2.500821114E0,2.826937727E0
9.226830770E-1,4.957256317E-1,-1.815443754E0,2.177662373E0,2.878157976E0
9.274249000E-1,1.121515751E0,-1.583262682E0,-5.363168716E-1,2.012996296E0
9.321667230E-1,9.414781332E-1,-1.780390978E0,-9.440207481E-1,2.224263537E0
9.369085460E-1,6.002956629E-1,-2.039543629E0,-4.929327965E-1,2.182447213E0
9.416503690E-1,8.783769608E-1,-1.824509144E0,-3.709645271E-1,2.058638963E0
9.463921920E-1,1.330696821E0,-1.189168453E0,-5.334520340E-1,1.862645085E0
9.511340150E-1,1.513542414E0,-6.280493736E-1,-3.280949593E-1,1.671198060E0
9.558758380E-1,1.190124989E0,-2.634916306E-1,2.678985596E-1,1.248036444E0
9.606176610E-1,5.537430048E-1,-1.885108948E-1,1.149612427E0,1.289874569E0
9.653595360E-1,-6.203138828E-1,7.756662369E-2,3.127233505E0,3.189105720E0
9.701013590E-1,-2.786015272E0,7.814841270E-1,3.787636757E0,4.766423265E0
9.748431810E-1,-4.514315605E0,7.966732979E-1,2.426050186E0,5.186468281E0
9.795850040E-1,-5.065044880E0,2.561235428E-1,1.155588150E0,5.201505828E0
9.843268270E-1,-4.745309353E0,-7.682743073E-1,6.448936462E-2,4.807532126E0
9.890686500E-1,-4.080532551E0,-1.951633692E0,-1.090186119E0,4.652754640E0
9.938104730E-1,-3.612524509E0,-2.149409533E0,-1.002189636E0,4.321420916E0
9.985522960E-1,-2.999767780E0,-1.734170675E0,-2.501082420E-1,3.473975935E0
1.003294119E0,-2.458572865E0,-1.154674530E0,8.668041229E-2,2.717603226E0
1.008035942E0,-2.530539036E0,-8.292942047E-1,-1.134709835E0,2.894636955E0
1.012777765E0,-2.369320631E0,-4.269566536E-1,-1.133105755E0,2.660808315E0
1.017519640E0,-1.740738750E0,-3.359756470E-1,-6.995944977E-1,1.905907524E0
1.022261463E0,-9.648450613E-1,-5.020956993E-1,-4.385862350E-1,1.172767654E0
1.027003286E0,-5.266530514E-1,-7.766461372E-1,-1.582727432E-1,9.516264605E-1
1.031745109E0,-2.923992872E-1,-9.692873955E-1,3.442955017E-1,1.069371213E0
1.036486931E0,-1.938322783E-1,-1.071864605E0,9.113626480E-1,1.420227644E0
1.041228754E0,-3.350874186E-1,-1.195413113E0,1.428767204E0,1.892794709E0
1.045970577E0,-5.712029934E-1,-1.419284821E0,1.777858734E0,2.345511445E0
1.050712400E0,-8.435126543E-1,-1.648359776E0,1.849830627E0,2.617341571E0
1.055454223E0,-1.254909754E0,-1.780891657E0,1.860699654E0,2.865061393E0
1.060196046E0,-1.656246662E0,-1.899298906E0,1.906681061E0,3.160050950E0
1.064937869E0,-1.955490708E0,-1.954929113E0,2.076792717E0,3.458143973E0
1.069679744E0,-2.260375023E0,-1.968524456E0,2.157067299E0,3.692874640E0
1.074421567E0,-2.504907370E0,-2.122263432E0,1.819936752E0,3.753762484E0
1.079163390E0,-2.646127939E0,-2.393657207E0,1.139070511E0,3.745539951E0
1.083905213E0,-2.782999754E0,-2.566028118E0,1.918725967E-1,3.790303817E0
1.088647036E0,-2.771189451E0,-2.625723600E0,-1.047395229E0,3.958655348E0
1.093388859E0,-2.731162071E0,-2.642683029E0,-2.227632999E0,4.405152510E0
1.098130681E0,-2.626937866E0,-2.694307804E0,-2.896331310E0,4.748561062E0
1.102872504E0,-2.629380465E0,-2.841373920E0,-3.293875694E0,5.082977914E0
1.107614327E0,-2.863616943E0,-3.132628202E0,-3.356777191E0,5.411248891E0
1.112356150E0,-3.795615435E0,-3.402051687E0,-3.364804268E0,6.107582171E0
1.117097973E0,-4.409772873E0,-3.681022644E0,-2.644775867E0,6.323833006E0
1.121839796E0,-4.509957790E0,-4.294116020E0,-1.847276211E0,6.495504681E0
1.126581619E0,-4.434196949E0,-4.843812466E0,-1.484916687E0,6.732725997E0
1.131323442E0,-4.643907547E0,-5.146268368E0,-1.350816727E0,7.062199462E0
1.136065265E0,-4.985056877E0,-5.335526466E0,-1.381763458E0,7.431547954E0
1.140807140E0,-5.086026192E0,-5.630788803E0,-1.624203205E0,7.759605726E0
1.145548963E0,-4.929450989E0,-5.916522026E0,-1.969310284E0,7.948767384E0
1.150290786E0,-5.041186810E0,-6.084723473E0,-2.182375908E0,8.197572128E0
1.155032609E0,-4.480404854E0,-6.195001602E0,-2.284662485E0,7.979458326E0
1.159774431E0,-4.366490841E0,-6.246922970E0,-2.550565243E0,8.037143268E0
